seq0 seq1 length score
serrano32 amypro3 61 (6.0)
serrano33 amypro3 51 (4.0)
serrano34 amypro3 55 (4.0)
serrano35 amypro3 55 (4.0)
serrano36 amypro3 52 (6.0)
serrano37 amypro3 60 (6.5)
serrano38 amypro3 50 (4.0)
serrano39 amypro3 50 (6.0)
serrano40 amypro3 51 (5.0)
serrano41 amypro3 52 (6.0)
serrano42 amypro3 53 (3.0)
serrano43 amypro3 60 (4.5)
serrano44 amypro3 60 (7.5)
serrano45 amypro3 53 (9.0)
serrano46 amypro3 53 (15.0)
serrano47 amypro3 60 (15.5)
serrano48 amypro3 60 (16.5)
serrano49 amypro3 50 (12.0)
serrano50 amypro3 50 (15.0)
serrano51 amypro3 50 (10.0)
serrano52 amypro3 53 (14.0)
serrano53 amypro3 50 (15.0)
serrano54 amypro3 54 (11.0)
serrano55 amypro3 51 (7.0)
serrano56 amypro3 51 (15.0)
serrano57 amypro3 50 (15.0)
serrano58 amypro3 55 (11.0)
serrano59 amypro3 50 (8.0)
serrano60 amypro3 61 (4.0)
serrano61 amypro3 51 (21.0)
serrano62 amypro3 50 (8.5)
serrano63 amypro3 54 (13.5)
serrano64 amypro3 50 (1.0)
serrano65 amypro3 61 (5.0)
serrano66 amypro3 51 (5.0)
serrano67 amypro3 57 (5.0)
serrano68 amypro3 56 (10.0)
serrano69 amypro3 50 (8.0)
serrano70 amypro3 50 (12.0)
serrano71 amypro3 50 (12.0)
serrano72 amypro3 51 (11.0)
serrano73 amypro3 55 (9.0)
serrano74 amypro3 77 (11.0)
serrano75 amypro3 61 (11.0)
serrano76 amypro3 50 (5.0)
serrano77 amypro3 56 (6.0)
serrano78 amypro3 50 (5.0)
serrano79 amypro3 56 (8.0)
serrano80 amypro3 50 (13.0)
serrano81 amypro3 50 (5.0)
serrano82 amypro3 56 (4.0)
serrano83 amypro3 51 (6.0)
serrano84 amypro3 50 (8.0)
serrano85 amypro3 53 (7.0)
serrano86 amypro3 50 (4.0)
serrano87 amypro3 62 (9.0)
serrano88 amypro3 50 (12.0)
serrano89 amypro3 61 (11.0)
serrano90 amypro3 50 (9.0)
serrano91 amypro3 58 (6.0)
serrano92 amypro3 50 (20.0)
serrano93 amypro3 50 (22.0)
serrano94 amypro3 50 (7.0)
serrano95 amypro3 54 (12.0)
serrano96 amypro3 50 (7.0)
serrano97 amypro3 50 (4.0)
serrano98 amypro3 50 (3.0)
serrano99 amypro3 66 (4.0)
serrano100 amypro3 50 (4.0)
serrano101 amypro3 50 (6.0)
serrano102 amypro3 60 (1.0)
serrano103 amypro3 58 (3.0)
serrano104 amypro3 50 (7.0)
serrano105 amypro3 53 (4.0)
serrano106 amypro3 50 (3.0)
serrano107 amypro3 50 (6.0)
serrano108 amypro3 51 (3.0)
serrano109 amypro3 50 (4.0)
serrano110 amypro3 54 (4.0)
serrano111 amypro3 50 (8.0)
serrano112 amypro3 50 (11.0)
serrano113 amypro3 51 (18.0)
serrano114 amypro3 50 (11.0)
serrano115 amypro3 50 (5.0)
serrano116 amypro3 50 (8.0)
serrano117 amypro3 50 (10.0)
serrano118 amypro3 65 (21.0)
serrano119 amypro3 57 (6.0)
serrano120 amypro3 59 (7.0)
serrano121 amypro3 54 (5.0)
serrano122 amypro3 50 (12.5)
serrano123 amypro3 62 (4.0)
serrano124 amypro3 50 (5.0)
serrano125 amypro3 50 (7.0)
serrano126 amypro3 50 (9.0)
serrano127 amypro3 51 (12.5)
serrano128 amypro3 55 (14.0)
serrano129 amypro3 50 (5.0)
serrano130 amypro3 66 (5.0)
serrano131 amypro3 56 (4.0)
serrano132 amypro3 65 (7.0)
serrano133 amypro3 63 (7.0)
serrano134 amypro3 58 (8.0)
serrano135 amypro3 50 (8.0)
serrano136 amypro3 50 (16.0)
serrano137 amypro3 50 (6.5)
serrano138 amypro3 50 (12.0)
serrano139 amypro3 50 (16.0)
serrano140 amypro3 50 (13.0)
serrano141 amypro3 67 (11.0)
serrano142 amypro3 67 (11.0)
serrano143 amypro3 62 (8.0)
serrano144 amypro3 52 (3.5)
serrano145 amypro3 60 (14.0)
serrano146 amypro3 60 (11.0)
serrano147 amypro3 50 (14.0)
serrano148 amypro3 54 (11.5)
serrano149 amypro3 51 (4.5)
serrano150 amypro3 59 (11.0)
serrano151 amypro3 61 (8.0)
serrano152 amypro3 61 (9.0)
serrano153 amypro3 54 (17.0)
serrano154 amypro3 50 (6.0)
serrano155 amypro3 51 (4.0)
serrano156 amypro3 59 (5.0)
serrano157 amypro3 60 (12.0)
serrano158 amypro3 50 (14.0)
serrano159 amypro3 60 (6.0)
serrano160 amypro3 50 (12.0)
serrano161 amypro3 63 (9.0)
serrano162 amypro3 50 (16.0)
serrano163 amypro3 55 (8.0)
serrano164 amypro3 50 (21.0)
serrano165 amypro3 50 (10.0)
serrano166 amypro3 55 (5.5)
serrano167 amypro3 52 (14.5)
serrano168 amypro3 68 (4.0)
serrano169 amypro3 51 (8.0)
serrano170 amypro3 65 (7.0)
serrano171 amypro3 50 (7.0)
serrano172 amypro3 50 (20.0)
serrano173 amypro3 56 (13.0)
serrano174 amypro3 50 (10.0)
serrano175 amypro3 57 (13.5)
serrano176 amypro3 50 (14.0)
serrano177 amypro3 50 (14.0)
serrano178 amypro3 50 (10.5)
serrano179 amypro3 50 (6.0)
serrano180 amypro3 50 (7.0)
serrano181 amypro3 50 (14.0)
serrano182 amypro3 50 (10.0)
serrano183 amypro3 50 (10.0)
serrano184 amypro3 50 (10.5)
serrano185 amypro3 52 (4.5)
serrano186 amypro3 50 (10.0)
serrano187 amypro3 50 (8.0)
serrano188 amypro3 55 (8.0)
serrano189 amypro3 50 (8.0)
serrano190 amypro3 54 (6.0)
serrano191 amypro3 52 (16.0)
serrano192 amypro3 51 (8.0)
serrano193 amypro3 59 (2.0)
serrano194 amypro3 51 (4.0)
serrano195 amypro3 50 (9.0)
serrano196 amypro3 50 (11.0)
serrano197 amypro3 50 (8.0)
serrano198 amypro3 50 (8.0)
serrano199 amypro3 55 (4.0)
serrano200 amypro3 50 (8.0)
serrano201 amypro3 50 (7.0)
serrano202 amypro3 50 (7.0)
serrano203 amypro3 50 (7.0)
serrano204 amypro3 50 (9.0)
serrano205 amypro3 50 (12.0)
serrano206 amypro3 55 (5.0)
serrano207 amypro3 55 (6.0)
serrano208 amypro3 55 (6.0)
serrano209 amypro3 54 (13.0)
serrano210 amypro3 50 (8.0)
serrano211 amypro3 50 (6.5)
serrano212 amypro3 50 (5.5)
serrano213 amypro3 50 (7.0)
serrano214 amypro3 50 (9.0)
serrano215 amypro3 50 (12.0)
serrano216 amypro3 50 (12.0)
serrano217 amypro3 50 (10.0)
serrano218 amypro3 50 (11.0)
serrano219 amypro3 50 (7.0)
serrano220 amypro3 50 (7.0)
serrano221 amypro3 50 (12.0)
serrano222 amypro3 58 (3.0)
serrano223 amypro3 50 (3.0)
serrano224 amypro3 50 (9.0)
serrano225 amypro3 58 (6.0)
serrano226 amypro3 55 (5.5)
serrano227 amypro3 50 (16.0)
serrano228 amypro3 50 (19.0)
serrano229 amypro3 58 (8.0)
serrano230 amypro3 50 (4.0)
serrano231 amypro3 50 (6.0)
serrano232 amypro3 59 (5.0)
serrano233 amypro3 56 (4.0)
serrano234 amypro3 50 (9.0)
serrano235 amypro3 50 (17.0)
serrano236 amypro3 50 (9.5)
serrano237 amypro3 50 (11.5)
serrano238 amypro3 57 (9.0)
serrano239 amypro3 52 (9.0)
serrano240 amypro3 53 (6.0)
serrano241 amypro3 50 (14.0)
serrano242 amypro3 50 (2.0)
serrano243 amypro3 57 (3.0)
serrano244 amypro3 55 (7.0)
serrano245 amypro3 58 (6.0)
serrano246 amypro3 58 (3.0)
serrano247 amypro3 50 (5.0)
serrano0 amypro4 87 (5.0)
serrano1 amypro4 79 (8.0)
serrano2 amypro4 79 (5.5)
serrano3 amypro4 87 (8.0)
serrano4 amypro4 84 (15.0)
serrano5 amypro4 82 (9.5)
serrano6 amypro4 89 (9.0)
serrano7 amypro4 79 (17.0)
serrano8 amypro4 84 (5.5)
serrano9 amypro4 79 (11.0)
serrano10 amypro4 89 (7.0)
serrano11 amypro4 79 (14.0)
serrano12 amypro4 79 (13.0)
serrano13 amypro4 92 (5.0)
serrano14 amypro4 79 (5.5)
serrano15 amypro4 79 (14.0)
serrano16 amypro4 79 (10.0)
serrano17 amypro4 79 (11.0)
serrano18 amypro4 79 (9.5)
serrano19 amypro4 82 (5.0)
serrano20 amypro4 79 (8.0)
serrano21 amypro4 108 (4.0)
serrano22 amypro4 79 (5.0)
serrano23 amypro4 79 (9.0)
serrano24 amypro4 79 (4.0)
serrano25 amypro4 80 (4.5)
serrano26 amypro4 79 (11.0)
serrano27 amypro4 79 (7.0)
serrano28 amypro4 79 (13.0)
serrano29 amypro4 79 (6.5)
serrano30 amypro4 79 (19.0)
serrano31 amypro4 79 (5.0)
serrano32 amypro4 90 (5.0)
serrano33 amypro4 79 (6.0)
serrano34 amypro4 89 (7.0)
serrano35 amypro4 79 (8.0)
serrano36 amypro4 79 (8.0)
serrano37 amypro4 83 (3.5)
serrano38 amypro4 79 (3.0)
serrano39 amypro4 79 (5.0)
serrano40 amypro4 79 (6.0)
serrano41 amypro4 79 (8.0)
serrano42 amypro4 79 (3.0)
serrano43 amypro4 79 (5.0)
serrano44 amypro4 83 (5.5)
serrano45 amypro4 95 (9.0)
serrano46 amypro4 96 (9.0)
serrano47 amypro4 97 (5.0)
serrano48 amypro4 83 (3.5)
serrano49 amypro4 88 (7.5)
serrano50 amypro4 79 (13.0)
serrano51 amypro4 79 (7.0)
serrano52 amypro4 83 (9.5)
serrano53 amypro4 79 (11.0)
serrano54 amypro4 79 (11.0)
serrano55 amypro4 79 (8.0)
serrano56 amypro4 93 (9.0)
serrano57 amypro4 79 (13.0)
serrano58 amypro4 79 (7.0)
serrano59 amypro4 84 (6.0)
serrano60 amypro4 89 (10.0)
serrano61 amypro4 79 (9.0)
serrano62 amypro4 81 (8.5)
serrano63 amypro4 93 (11.0)
serrano64 amypro4 79 (7.0)
serrano65 amypro4 79 (6.5)
serrano66 amypro4 93 (5.0)
serrano67 amypro4 79 (8.0)
serrano68 amypro4 79 (9.5)
serrano69 amypro4 79 (17.0)
serrano70 amypro4 92 (7.0)
serrano71 amypro4 79 (20.0)
serrano72 amypro4 93 (5.0)
serrano73 amypro4 91 (10.5)
serrano74 amypro4 106 (9.0)
serrano75 amypro4 79 (8.0)
serrano76 amypro4 79 (8.0)
serrano77 amypro4 80 (4.0)
serrano78 amypro4 79 (9.0)
serrano79 amypro4 79 (12.0)
serrano80 amypro4 82 (9.0)
serrano81 amypro4 79 (8.0)
serrano82 amypro4 79 (8.0)
serrano83 amypro4 80 (14.5)
serrano84 amypro4 86 (7.0)
serrano85 amypro4 85 (13.5)
serrano86 amypro4 79 (7.0)
serrano87 amypro4 80 (12.0)
serrano88 amypro4 79 (8.0)
serrano89 amypro4 79 (9.5)
serrano90 amypro4 79 (5.0)
serrano91 amypro4 80 (6.0)
serrano92 amypro4 79 (14.0)
serrano93 amypro4 86 (14.0)
serrano94 amypro4 79 (6.0)
serrano95 amypro4 79 (7.0)
serrano96 amypro4 79 (6.0)
serrano97 amypro4 79 (15.0)
serrano98 amypro4 79 (8.0)
serrano99 amypro4 96 (12.0)
serrano100 amypro4 79 (5.0)
serrano101 amypro4 79 (5.0)
serrano102 amypro4 85 (15.5)
serrano103 amypro4 79 (13.0)
serrano104 amypro4 79 (12.0)
serrano105 amypro4 79 (8.0)
serrano106 amypro4 79 (14.0)
serrano107 amypro4 81 (16.5)
serrano108 amypro4 82 (10.0)
serrano109 amypro4 79 (13.0)
serrano110 amypro4 79 (10.0)
serrano111 amypro4 79 (11.0)
serrano112 amypro4 79 (12.0)
serrano113 amypro4 79 (7.0)
serrano114 amypro4 79 (13.0)
serrano115 amypro4 79 (7.0)
serrano116 amypro4 85 (5.5)
serrano117 amypro4 79 (7.0)
serrano118 amypro4 98 (3.0)
serrano119 amypro4 79 (7.0)
serrano120 amypro4 82 (6.0)
serrano121 amypro4 79 (10.0)
serrano122 amypro4 79 (7.0)
serrano123 amypro4 79 (13.0)
serrano124 amypro4 79 (12.0)
serrano125 amypro4 79 (10.0)
serrano126 amypro4 79 (11.0)
serrano127 amypro4 87 (13.0)
serrano128 amypro4 80 (3.0)
serrano129 amypro4 79 (10.0)
serrano130 amypro4 84 (12.0)
serrano131 amypro4 79 (18.0)
serrano132 amypro4 87 (15.0)
serrano133 amypro4 79 (9.0)
serrano134 amypro4 79 (12.0)
serrano135 amypro4 79 (10.0)
serrano136 amypro4 79 (7.5)
serrano137 amypro4 79 (9.0)
serrano138 amypro4 79 (12.0)
serrano139 amypro4 85 (7.0)
serrano140 amypro4 79 (14.0)
serrano141 amypro4 79 (19.0)
serrano142 amypro4 79 (19.0)
serrano143 amypro4 79 (20.0)
serrano144 amypro4 79 (18.0)
serrano145 amypro4 84 (5.0)
serrano146 amypro4 79 (6.5)
serrano147 amypro4 81 (8.5)
serrano148 amypro4 79 (12.0)
serrano149 amypro4 79 (9.0)
serrano150 amypro4 87 (13.0)
serrano151 amypro4 79 (13.5)
serrano152 amypro4 80 (15.0)
serrano153 amypro4 79 (23.5)
serrano154 amypro4 90 (10.0)
serrano155 amypro4 79 (17.0)
serrano156 amypro4 80 (15.0)
serrano157 amypro4 84 (4.0)
serrano158 amypro4 79 (10.0)
serrano159 amypro4 90 (9.0)
serrano160 amypro4 79 (16.0)
serrano161 amypro4 83 (18.0)
serrano162 amypro4 81 (9.5)
serrano163 amypro4 79 (16.0)
serrano164 amypro4 80 (9.5)
serrano165 amypro4 79 (15.0)
serrano166 amypro4 83 (5.0)
serrano167 amypro4 79 (11.0)
serrano168 amypro4 81 (14.5)
serrano169 amypro4 83 (15.5)
serrano170 amypro4 79 (10.0)
serrano171 amypro4 79 (10.0)
serrano172 amypro4 82 (13.5)
serrano173 amypro4 97 (9.0)
serrano174 amypro4 85 (15.5)
serrano175 amypro4 79 (8.0)
serrano176 amypro4 92 (8.0)
serrano177 amypro4 79 (6.0)
serrano178 amypro4 79 (10.0)
serrano179 amypro4 79 (10.0)
serrano180 amypro4 79 (8.0)
serrano181 amypro4 79 (7.0)
serrano182 amypro4 79 (11.0)
serrano183 amypro4 79 (7.0)
serrano184 amypro4 79 (7.0)
serrano185 amypro4 86 (5.0)
serrano186 amypro4 79 (9.0)
serrano187 amypro4 79 (8.0)
serrano188 amypro4 79 (11.0)
serrano189 amypro4 79 (6.0)
serrano190 amypro4 79 (14.0)
serrano191 amypro4 79 (9.0)
serrano192 amypro4 79 (4.0)
serrano193 amypro4 79 (6.0)
serrano194 amypro4 79 (9.0)
serrano195 amypro4 79 (11.0)
serrano196 amypro4 82 (16.0)
serrano197 amypro4 79 (9.5)
serrano198 amypro4 79 (7.0)
serrano199 amypro4 79 (8.0)
serrano200 amypro4 84 (9.0)
serrano201 amypro4 79 (16.0)
serrano202 amypro4 79 (12.0)
serrano203 amypro4 79 (7.0)
serrano204 amypro4 84 (5.0)
serrano205 amypro4 79 (10.0)
serrano206 amypro4 79 (4.0)
serrano207 amypro4 79 (5.0)
serrano208 amypro4 79 (9.0)
serrano209 amypro4 82 (3.5)
serrano210 amypro4 79 (16.0)
serrano211 amypro4 79 (10.0)
serrano212 amypro4 79 (8.0)
serrano213 amypro4 79 (14.0)
serrano214 amypro4 80 (12.0)
serrano215 amypro4 79 (7.0)
serrano216 amypro4 86 (4.0)
serrano217 amypro4 79 (16.5)
serrano218 amypro4 79 (16.0)
serrano219 amypro4 80 (13.0)
serrano220 amypro4 79 (4.5)
serrano221 amypro4 79 (1.0)
serrano222 amypro4 79 (5.0)
serrano223 amypro4 79 (10.0)
serrano224 amypro4 79 (12.0)
serrano225 amypro4 79 (7.0)
serrano226 amypro4 84 (13.0)
serrano227 amypro4 79 (3.0)
serrano228 amypro4 81 (5.5)
serrano229 amypro4 79 (6.0)
serrano230 amypro4 79 (11.0)
serrano231 amypro4 79 (4.0)
serrano232 amypro4 79 (12.0)
serrano233 amypro4 79 (13.0)
serrano234 amypro4 79 (9.0)
serrano235 amypro4 79 (13.0)
serrano236 amypro4 80 (5.0)
serrano237 amypro4 79 (13.0)
serrano238 amypro4 82 (13.0)
serrano239 amypro4 86 (11.0)
serrano240 amypro4 79 (8.0)
serrano241 amypro4 79 (10.0)
serrano242 amypro4 84 (5.0)
serrano243 amypro4 79 (12.0)
serrano244 amypro4 84 (9.0)
serrano245 amypro4 79 (8.0)
serrano246 amypro4 87 (3.0)
serrano247 amypro4 83 (9.0)
serrano0 amypro5 264 (22.0)
serrano1 amypro5 264 (13.0)
serrano2 amypro5 264 (13.0)
serrano3 amypro5 264 (16.0)
serrano4 amypro5 277 (22.5)
serrano5 amypro5 298 (8.0)
serrano6 amypro5 264 (10.0)
serrano7 amypro5 264 (21.5)
serrano8 amypro5 273 (12.0)
serrano9 amypro5 264 (7.0)
serrano10 amypro5 264 (8.0)
serrano11 amypro5 264 (19.0)
serrano12 amypro5 264 (12.0)
serrano13 amypro5 264 (14.5)
serrano14 amypro5 264 (14.0)
serrano15 amypro5 264 (9.0)
serrano16 amypro5 264 (14.0)
serrano17 amypro5 264 (7.0)
serrano18 amypro5 264 (7.0)
serrano19 amypro5 272 (4.5)
serrano20 amypro5 264 (12.0)
serrano21 amypro5 273 (13.5)
serrano22 amypro5 264 (11.5)
serrano23 amypro5 265 (10.0)
serrano24 amypro5 265 (8.0)
serrano25 amypro5 264 (15.0)
serrano26 amypro5 264 (16.0)
serrano27 amypro5 264 (23.0)
serrano28 amypro5 264 (17.0)
serrano29 amypro5 264 (17.0)
serrano30 amypro5 264 (11.0)
serrano31 amypro5 264 (15.0)
serrano32 amypro5 264 (17.0)
serrano33 amypro5 264 (19.0)
serrano34 amypro5 264 (16.5)
serrano35 amypro5 264 (19.5)
serrano36 amypro5 264 (16.0)
serrano37 amypro5 265 (11.0)
serrano38 amypro5 264 (10.0)
serrano39 amypro5 264 (16.0)
serrano40 amypro5 264 (18.0)
serrano41 amypro5 264 (17.0)
serrano42 amypro5 264 (12.0)
serrano43 amypro5 265 (15.0)
serrano44 amypro5 265 (12.0)
serrano45 amypro5 264 (8.5)
serrano46 amypro5 268 (7.5)
serrano47 amypro5 267 (9.5)
serrano48 amypro5 267 (7.5)
serrano49 amypro5 264 (10.0)
serrano50 amypro5 264 (12.0)
serrano51 amypro5 264 (9.0)
serrano52 amypro5 264 (11.0)
serrano53 amypro5 264 (8.0)
serrano54 amypro5 264 (13.0)
serrano55 amypro5 264 (13.0)
serrano56 amypro5 264 (15.0)
serrano57 amypro5 268 (17.5)
serrano58 amypro5 264 (11.5)
serrano59 amypro5 264 (10.0)
serrano60 amypro5 264 (15.0)
serrano61 amypro5 264 (14.0)
serrano62 amypro5 264 (6.0)
serrano63 amypro5 264 (25.0)
serrano64 amypro5 264 (13.0)
serrano65 amypro5 264 (11.0)
serrano66 amypro5 264 (9.0)
serrano67 amypro5 264 (14.0)
serrano68 amypro5 264 (13.5)
serrano69 amypro5 269 (9.0)
serrano70 amypro5 266 (10.5)
serrano71 amypro5 266 (13.0)
serrano72 amypro5 264 (19.5)
serrano73 amypro5 268 (10.5)
serrano74 amypro5 268 (7.5)
serrano75 amypro5 264 (11.0)
serrano76 amypro5 264 (14.0)
serrano77 amypro5 264 (19.0)
serrano78 amypro5 264 (8.0)
serrano79 amypro5 264 (9.0)
serrano80 amypro5 264 (9.0)
serrano81 amypro5 264 (13.0)
serrano82 amypro5 264 (16.0)
serrano83 amypro5 266 (17.5)
serrano84 amypro5 264 (11.0)
serrano85 amypro5 269 (16.0)
serrano86 amypro5 264 (13.0)
serrano87 amypro5 265 (18.0)
serrano88 amypro5 264 (10.0)
serrano89 amypro5 264 (13.0)
serrano90 amypro5 264 (11.0)
serrano91 amypro5 264 (11.0)
serrano92 amypro5 264 (10.0)
serrano93 amypro5 264 (18.0)
serrano94 amypro5 264 (13.0)
serrano95 amypro5 264 (15.0)
serrano96 amypro5 264 (17.0)
serrano97 amypro5 264 (16.0)
serrano98 amypro5 264 (11.0)
serrano99 amypro5 268 (15.0)
serrano100 amypro5 264 (11.0)
serrano101 amypro5 264 (13.0)
serrano102 amypro5 264 (24.0)
serrano103 amypro5 265 (11.0)
serrano104 amypro5 264 (14.0)
serrano105 amypro5 264 (9.0)
serrano106 amypro5 264 (15.0)
serrano107 amypro5 272 (17.5)
serrano108 amypro5 264 (10.0)
serrano109 amypro5 264 (14.0)
serrano110 amypro5 264 (13.0)
serrano111 amypro5 264 (11.0)
serrano112 amypro5 264 (10.0)
serrano113 amypro5 264 (10.0)
serrano114 amypro5 264 (11.0)
serrano115 amypro5 264 (10.0)
serrano116 amypro5 264 (13.0)
serrano117 amypro5 264 (10.0)
serrano118 amypro5 268 (17.0)
serrano119 amypro5 264 (17.0)
serrano120 amypro5 264 (12.0)
serrano121 amypro5 264 (16.0)
serrano122 amypro5 264 (18.0)
serrano123 amypro5 264 (13.0)
serrano124 amypro5 267 (15.0)
serrano125 amypro5 264 (11.0)
serrano126 amypro5 264 (9.0)
serrano127 amypro5 264 (10.0)
serrano128 amypro5 267 (14.0)
serrano129 amypro5 264 (12.0)
serrano130 amypro5 264 (15.0)
serrano131 amypro5 271 (9.0)
serrano132 amypro5 264 (16.0)
serrano133 amypro5 264 (10.0)
serrano134 amypro5 266 (13.5)
serrano135 amypro5 264 (9.0)
serrano136 amypro5 264 (13.0)
serrano137 amypro5 268 (16.5)
serrano138 amypro5 264 (9.5)
serrano139 amypro5 264 (4.5)
serrano140 amypro5 264 (8.5)
serrano141 amypro5 264 (11.0)
serrano142 amypro5 264 (11.0)
serrano143 amypro5 267 (21.0)
serrano144 amypro5 273 (15.0)
serrano145 amypro5 264 (15.0)
serrano146 amypro5 264 (13.0)
serrano147 amypro5 264 (7.0)
serrano148 amypro5 264 (8.0)
serrano149 amypro5 270 (12.5)
serrano150 amypro5 269 (11.0)
serrano151 amypro5 264 (13.0)
serrano152 amypro5 265 (14.0)
serrano153 amypro5 264 (13.0)
serrano154 amypro5 264 (13.0)
serrano155 amypro5 264 (12.0)
serrano156 amypro5 264 (19.0)
serrano157 amypro5 270 (5.5)
serrano158 amypro5 269 (14.0)
serrano159 amypro5 264 (5.5)
serrano160 amypro5 264 (9.0)
serrano161 amypro5 267 (14.0)
serrano162 amypro5 272 (11.0)
serrano163 amypro5 264 (12.0)
serrano164 amypro5 264 (7.0)
serrano165 amypro5 264 (18.0)
serrano166 amypro5 272 (11.5)
serrano167 amypro5 264 (13.0)
serrano168 amypro5 268 (10.5)
serrano169 amypro5 264 (11.5)
serrano170 amypro5 264 (11.0)
serrano171 amypro5 265 (9.0)
serrano172 amypro5 267 (8.5)
serrano173 amypro5 271 (12.0)
serrano174 amypro5 265 (9.0)
serrano175 amypro5 269 (18.0)
serrano176 amypro5 264 (9.0)
serrano177 amypro5 264 (10.0)
serrano178 amypro5 264 (13.0)
serrano179 amypro5 266 (13.5)
serrano180 amypro5 264 (13.0)
serrano181 amypro5 264 (13.0)
serrano182 amypro5 264 (15.0)
serrano183 amypro5 264 (13.0)
serrano184 amypro5 264 (11.0)
serrano185 amypro5 269 (10.0)
serrano186 amypro5 264 (9.5)
serrano187 amypro5 264 (11.0)
serrano188 amypro5 264 (17.0)
serrano189 amypro5 267 (14.0)
serrano190 amypro5 264 (8.0)
serrano191 amypro5 264 (15.0)
serrano192 amypro5 264 (18.0)
serrano193 amypro5 264 (11.0)
serrano194 amypro5 264 (9.5)
serrano195 amypro5 264 (11.0)
serrano196 amypro5 264 (12.0)
serrano197 amypro5 264 (8.0)
serrano198 amypro5 264 (7.0)
serrano199 amypro5 264 (8.0)
serrano200 amypro5 264 (16.0)
serrano201 amypro5 264 (20.0)
serrano202 amypro5 264 (13.0)
serrano203 amypro5 264 (10.0)
serrano204 amypro5 264 (10.0)
serrano205 amypro5 264 (14.0)
serrano206 amypro5 264 (3.0)
serrano207 amypro5 264 (10.0)
serrano208 amypro5 264 (6.0)
serrano209 amypro5 264 (7.0)
serrano210 amypro5 264 (12.0)
serrano211 amypro5 265 (10.0)
serrano212 amypro5 264 (5.5)
serrano213 amypro5 264 (11.0)
serrano214 amypro5 264 (9.0)
serrano215 amypro5 264 (10.0)
serrano216 amypro5 264 (7.0)
serrano217 amypro5 264 (13.0)
serrano218 amypro5 264 (9.5)
serrano219 amypro5 264 (8.0)
serrano220 amypro5 264 (8.0)
serrano221 amypro5 264 (10.0)
serrano222 amypro5 264 (13.0)
serrano223 amypro5 264 (11.0)
serrano224 amypro5 264 (6.0)
serrano225 amypro5 266 (6.0)
serrano226 amypro5 264 (15.0)
serrano227 amypro5 270 (15.0)
serrano228 amypro5 264 (8.0)
serrano229 amypro5 264 (8.5)
serrano230 amypro5 264 (9.0)
serrano231 amypro5 264 (8.0)
serrano232 amypro5 264 (16.0)
serrano233 amypro5 264 (15.0)
serrano234 amypro5 264 (12.0)
serrano235 amypro5 264 (14.0)
serrano236 amypro5 264 (16.0)
serrano237 amypro5 264 (10.0)
serrano238 amypro5 264 (15.0)
serrano239 amypro5 264 (14.0)
serrano240 amypro5 264 (7.0)
serrano241 amypro5 264 (9.0)
serrano242 amypro5 264 (13.0)
serrano243 amypro5 264 (11.5)
serrano244 amypro5 264 (23.0)
serrano245 amypro5 264 (14.0)
serrano246 amypro5 264 (9.0)
serrano247 amypro5 264 (11.0)
serrano0 amypro6 164 (6.5)
serrano1 amypro6 162 (6.5)
serrano2 amypro6 167 (5.5)
serrano3 amypro6 162 (7.0)
serrano4 amypro6 174 (18.0)
serrano5 amypro6 162 (11.0)
serrano6 amypro6 167 (8.0)
serrano7 amypro6 162 (21.0)
serrano8 amypro6 181 (9.5)
serrano9 amypro6 162 (8.0)
serrano10 amypro6 173 (10.5)
serrano11 amypro6 162 (19.5)
serrano12 amypro6 162 (8.0)
serrano13 amypro6 163 (14.0)
serrano14 amypro6 176 (5.0)
serrano15 amypro6 167 (10.5)
serrano16 amypro6 162 (16.0)
serrano17 amypro6 162 (13.0)
serrano18 amypro6 162 (17.0)
serrano19 amypro6 173 (6.0)
serrano20 amypro6 162 (13.0)
serrano21 amypro6 195 (6.0)
serrano22 amypro6 162 (11.0)
serrano23 amypro6 162 (9.0)
serrano24 amypro6 162 (9.0)
serrano25 amypro6 162 (13.0)
serrano26 amypro6 162 (16.0)
serrano27 amypro6 162 (13.0)
serrano28 amypro6 162 (13.0)
serrano29 amypro6 164 (12.5)
serrano30 amypro6 162 (16.0)
serrano31 amypro6 162 (16.0)
serrano32 amypro6 162 (7.0)
serrano33 amypro6 162 (14.5)
serrano34 amypro6 162 (14.0)
serrano35 amypro6 162 (12.0)
serrano36 amypro6 162 (17.0)
serrano37 amypro6 162 (11.0)
serrano38 amypro6 162 (11.0)
serrano39 amypro6 162 (12.0)
serrano40 amypro6 162 (12.0)
serrano41 amypro6 162 (14.0)
serrano42 amypro6 162 (10.0)
serrano43 amypro6 162 (12.0)
serrano44 amypro6 162 (12.0)
serrano45 amypro6 162 (9.0)
serrano46 amypro6 162 (11.0)
serrano47 amypro6 165 (12.0)
serrano48 amypro6 165 (10.0)
serrano49 amypro6 174 (8.0)
serrano50 amypro6 162 (11.0)
serrano51 amypro6 162 (9.0)
serrano52 amypro6 170 (9.0)
serrano53 amypro6 165 (9.0)
serrano54 amypro6 165 (14.0)
serrano55 amypro6 163 (16.0)
serrano56 amypro6 165 (14.5)
serrano57 amypro6 162 (11.0)
serrano58 amypro6 166 (5.5)
serrano59 amypro6 162 (13.0)
serrano60 amypro6 162 (14.0)
serrano61 amypro6 162 (12.0)
serrano62 amypro6 162 (15.0)
serrano63 amypro6 162 (20.5)
serrano64 amypro6 162 (23.0)
